time,latitude,longitude,distanceinmeters,heartrate,HHMMSS,meters,seconds,mph
2021-04-03T18:04:00.000Z,32.853694846853614,-117.23547622561455,127.44000244140625,113,18:04:00.000Z,0.0,0,0.0
2021-04-03T18:04:04.000Z,32.85365017130971,-117.23544219508767,131.85000610351562,113,18:04:04.000Z,4.410003662109375,4,2.4662945480346683
2021-04-03T18:04:14.000Z,32.85356509499252,-117.23536449484527,142.17999267578125,114,18:04:14.000Z,10.329986572265625,10,2.3108179962158206
2021-04-03T18:04:19.000Z,32.85357020795345,-117.23532526753843,142.2899932861328,109,18:04:19.000Z,0.1100006103515625,5,0.04921427307128906
2021-04-03T18:04:21.000Z,32.85357448272407,-117.2353127785027,142.36000061035156,105,18:04:21.000Z,0.07000732421875,2,0.07830319213867187
2021-04-03T18:04:22.000Z,32.853581523522735,-117.23530003800988,143.7899932861328,101,18:04:22.000Z,1.42999267578125,1,3.1988936157226564
2021-04-03T18:04:23.000Z,32.8535816911608,-117.23530515097082,143.7899932861328,88,18:04:23.000Z,0.0,1,0.0
2021-04-03T18:04:43.000Z,32.85344012081623,-117.23526525311172,162.08999633789062,91,18:04:43.000Z,18.300003051757812,20,2.0468553413391115
2021-04-03T18:04:48.000Z,32.85341748967767,-117.23524924367666,164.9600067138672,94,18:04:48.000Z,2.8700103759765625,5,1.2840426422119142
2021-04-03T18:04:51.000Z,32.85341455601156,-117.23521831445396,167.77000427246094,95,18:04:51.000Z,2.80999755859375,3,2.095321512858073
2021-04-03T18:04:54.000Z,32.85341078415513,-117.23518042825162,171.33999633789062,99,18:04:54.000Z,3.5699920654296875,3,2.662024083455404
2021-04-03T18:05:05.000Z,32.85341707058251,-117.23506559617817,181.80999755859375,103,18:05:05.000Z,10.470001220703125,11,2.1292175209738993
2021-04-03T18:05:06.000Z,32.85341480746865,-117.23506400361657,181.9199981689453,103,18:05:06.000Z,0.1100006103515625,1,0.24607136535644533
2021-04-03T18:05:12.000Z,32.85342243500054,-117.23504858091474,184.32000732421875,100,18:05:12.000Z,2.4000091552734375,6,0.8948034133911134
2021-04-03T18:05:18.000Z,32.85347490571439,-117.23502435721457,190.55999755859375,101,18:05:18.000Z,6.239990234375,6,2.326476359049479
2021-04-03T18:05:23.000Z,32.853535171598196,-117.23502167500556,197.11000061035156,105,18:05:23.000Z,6.5500030517578125,5,2.9304713653564454
2021-04-03T18:05:34.000Z,32.85365955904126,-117.23505612462759,210.88999938964844,108,18:05:34.000Z,13.779998779296875,11,2.802350660844283
2021-04-03T18:05:47.000Z,32.85379568114877,-117.23512158729136,227.58999633789062,111,18:05:47.000Z,16.699996948242188,13,2.8736840902475214
2021-04-03T18:06:01.000Z,32.85394974052906,-117.23524815402925,248.35000610351562,111,18:06:01.000Z,20.760009765625,14,3.317152988978795
2021-04-03T18:06:07.000Z,32.85399818792939,-117.23530640825629,255.9600067138672,106,18:06:07.000Z,7.6100006103515625,6,2.8372618942260743
2021-04-03T18:06:21.000Z,32.854134226217866,-117.23545728251338,276.3500061035156,107,18:06:21.000Z,20.389999389648438,14,3.258030616760254
2021-04-03T18:06:34.000Z,32.85427135415375,-117.23560865968466,297.2799987792969,106,18:06:34.000Z,20.92999267578125,13,3.6015687396709737
2021-04-03T18:06:36.000Z,32.85428836941719,-117.23562802188098,299.8699951171875,109,18:06:36.000Z,2.589996337890625,2,2.896910903930664
2021-04-03T18:06:37.000Z,32.85429465584457,-117.23564252257347,301.2900085449219,112,18:06:37.000Z,1.420013427734375,1,3.176570037841797
2021-04-03T18:06:39.000Z,32.854311084374785,-117.23566557280719,304.0899963378906,115,18:06:39.000Z,2.79998779296875,2,3.131786346435547
2021-04-03T18:06:53.000Z,32.8544554207474,-117.23579440265894,324.3599853515625,113,18:06:53.000Z,20.269989013671875,14,3.238854673113142
2021-04-03T18:07:04.000Z,32.854588106274605,-117.2358519025147,340.0799865722656,116,18:07:04.000Z,15.720001220703125,11,3.19687661188299
2021-04-03T18:07:18.000Z,32.854766976088285,-117.23591778427362,360.8699951171875,115,18:07:18.000Z,20.790008544921875,14,3.3219463653564456
2021-04-03T18:07:32.000Z,32.854934614151716,-117.23598752170801,380.5799865722656,112,18:07:32.000Z,19.709991455078125,14,3.149375063214983
2021-04-03T18:07:39.000Z,32.85501793026924,-117.23599917255342,389.9100036621094,109,18:07:39.000Z,9.33001708984375,7,2.98160688999721
2021-04-03T18:07:47.000Z,32.85513619892299,-117.23598911426961,402.989990234375,106,18:07:47.000Z,13.079986572265625,8,3.6574912452697754
2021-04-03T18:08:00.000Z,32.85531640984118,-117.23595290444791,423.2699890136719,105,18:08:00.000Z,20.279998779296875,13,3.489719789945162
2021-04-03T18:08:05.000Z,32.85538187250495,-117.23593069240451,430.8299865722656,108,18:08:05.000Z,7.55999755859375,5,3.3823429077148437
2021-04-03T18:08:19.000Z,32.85555990412831,-117.23588165827096,451.1400146484375,107,18:08:19.000Z,20.310028076171875,14,3.245252343314035
2021-04-03T18:08:32.000Z,32.85573751665652,-117.23583111539483,471.4200134277344,106,18:08:32.000Z,20.279998779296875,13,3.489719789945162
2021-04-03T18:08:48.000Z,32.85592535510659,-117.23579406738281,492.6000061035156,107,18:08:48.000Z,21.17999267578125,16,2.961227725982666
2021-04-03T18:09:00.000Z,32.85608746111393,-117.23568149842322,513.02001953125,107,18:09:00.000Z,20.420013427734375,12,3.8066308364868164
2021-04-03T18:09:14.000Z,32.85626281052828,-117.23560304380953,533.7899780273438,109,18:09:14.000Z,20.76995849609375,14,3.31874265398298
