time,latitude,longitude,distanceinmeters,heartrate,HHMMSS,meters,seconds,mph
2021-04-03T03:14:37.000Z,32.85322370007634,-117.23477273248136,0.0,71,03:14:37.000Z,0.0,0,0.0
2021-04-03T03:14:42.000Z,32.8534331638366,-117.23461657762527,23.889999389648438,72,03:14:42.000Z,23.889999389648438,5,10.688385726928711
2021-04-03T03:14:48.000Z,32.85368327982724,-117.23463367670774,46.0,72,03:14:48.000Z,22.110000610351562,6,8.243345227559407
2021-04-03T03:14:53.000Z,32.85395837388933,-117.23476242274046,70.4800033569336,72,03:14:53.000Z,24.480003356933594,5,10.95235350189209
2021-04-03T03:14:58.000Z,32.85417797975242,-117.23489418625832,93.75,72,03:14:58.000Z,23.269996643066406,5,10.410996498107911
2021-04-03T03:15:02.000Z,32.85437386482954,-117.23514832556248,120.72000122070312,73,03:15:02.000Z,26.970001220703125,4,15.082973182678224
2021-04-03T03:15:03.000Z,32.85448140464723,-117.23535041324794,138.89999389648438,74,03:15:03.000Z,18.17999267578125,1,40.66864361572266
2021-04-03T03:15:07.000Z,32.854674607515335,-117.2355239186436,164.77000427246094,73,03:15:07.000Z,25.870010375976562,4,14.467803302764894
2021-04-03T03:15:10.000Z,32.85490192472935,-117.23562953062356,191.8000030517578,73,03:15:10.000Z,27.029998779296875,3,20.15536908976237
2021-04-03T03:15:11.000Z,32.854983899742365,-117.23564093001187,200.9499969482422,72,03:15:11.000Z,9.149993896484375,1,20.46853634643555
2021-04-03T03:15:14.000Z,32.855220353230834,-117.2356151137501,227.30999755859375,73,03:15:14.000Z,26.360000610351562,3,19.655773788452148
2021-04-03T03:15:17.000Z,32.85547331906855,-117.235525008291,256.6099853515625,73,03:15:17.000Z,29.29998779296875,3,21.848024230957034
2021-04-03T03:15:20.000Z,32.85573240369558,-117.23541210405529,287.2200012207031,70,03:15:20.000Z,30.610015869140625,3,22.824868499755862
2021-04-03T03:15:22.000Z,32.855908339843154,-117.23533591255546,307.989990234375,69,03:15:22.000Z,20.769989013671875,2,23.231232711791993
2021-04-03T03:15:29.000Z,32.85645542666316,-117.23510046489537,364.80999755859375,68,03:15:29.000Z,56.82000732421875,7,18.15805091203962
2021-04-03T03:15:30.000Z,32.8566450253129,-117.23504514433444,364.80999755859375,68,03:15:30.000Z,0.0,1,0.0
2021-04-03T03:15:33.000Z,32.85685205832124,-117.2349916677922,388.32000732421875,69,03:15:33.000Z,23.510009765625,3,17.530630615234376
2021-04-03T03:15:34.000Z,32.85706043243408,-117.23493576049805,412.0199890136719,69,03:15:34.000Z,23.699981689453125,1,53.016859039306645
2021-04-03T03:15:37.000Z,32.857278445735574,-117.23491178825498,436.2900085449219,68,03:15:37.000Z,24.27001953125,3,18.097344563802082
2021-04-03T03:15:38.000Z,32.85751959308982,-117.23492905497551,463.010009765625,68,03:15:38.000Z,26.720001220703125,1,59.772642730712896
2021-04-03T03:15:41.000Z,32.85776040516794,-117.23495076410472,489.739990234375,67,03:15:41.000Z,26.72998046875,3,19.931655436197918
2021-04-03T03:15:42.000Z,32.85799325443804,-117.23495135083795,515.5499877929688,67,03:15:42.000Z,25.80999755859375,1,57.73696453857422
2021-04-03T03:15:45.000Z,32.85821797326207,-117.23493358120322,540.52001953125,70,03:15:45.000Z,24.97003173828125,3,18.619320332845053
2021-04-03T03:15:46.000Z,32.858436070382595,-117.23490240052342,564.8800048828125,71,03:15:46.000Z,24.3599853515625,1,54.493287231445315
2021-04-03T03:15:49.000Z,32.85865626297891,-117.23485386930406,589.7000122070312,70,03:15:49.000Z,24.82000732421875,3,18.50745212809245
2021-04-03T03:15:50.000Z,32.85887410864234,-117.23479997366667,614.3300170898438,70,03:15:50.000Z,24.6300048828125,1,55.097320922851566
2021-04-03T03:15:53.000Z,32.859070831909776,-117.23472889512777,637.1300048828125,70,03:15:53.000Z,22.79998779296875,3,17.001190897623697
2021-04-03T03:15:55.000Z,32.85926898010075,-117.23464541137218,660.4500122070312,70,03:15:55.000Z,23.32000732421875,2,26.083428192138673
2021-04-03T03:15:57.000Z,32.8594667930156,-117.23453862592578,684.5499877929688,71,03:15:57.000Z,24.0999755859375,2,26.955822692871095
2021-04-03T03:15:58.000Z,32.85965823568404,-117.23440560512245,709.1699829101562,71,03:15:58.000Z,24.6199951171875,1,55.07492907714844
2021-04-03T03:16:01.000Z,32.85983777604997,-117.23426227457821,733.2000122070312,74,03:16:01.000Z,24.030029296875,3,17.918391845703127
2021-04-03T03:16:02.000Z,32.86001815460622,-117.23411927931011,757.27001953125,73,03:16:02.000Z,24.07000732421875,1,53.84460638427735
2021-04-03T03:16:05.000Z,32.86019870080054,-117.23397770896554,781.280029296875,73,03:16:05.000Z,24.010009765625,3,17.90346394856771
2021-04-03T03:16:06.000Z,32.8603870421648,-117.23384980112314,805.3499755859375,73,03:16:06.000Z,24.0699462890625,1,53.84446984863281
2021-04-03T03:16:09.000Z,32.86057270132005,-117.23373865708709,828.4000244140625,73,03:16:09.000Z,23.050048828125,3,17.187653076171877
2021-04-03T03:16:10.000Z,32.860742351040244,-117.23364419303834,849.1900024414062,73,03:16:10.000Z,20.78997802734375,1,46.50718084716797
2021-04-03T03:16:15.000Z,32.86092541180551,-117.23356154747307,871.0,73,03:16:15.000Z,21.80999755859375,5,9.757792907714844
2021-04-03T03:16:17.000Z,32.86096195690334,-117.23354587331414,875.280029296875,76,03:16:17.000Z,4.280029296875,2,4.787212768554688
2021-04-03T03:16:18.000Z,32.86104745231569,-117.23355207592249,884.719970703125,76,03:16:18.000Z,9.43994140625,1,21.11714892578125
