time,latitude,longitude,mph,Transport
2021-04-03T18:04:00.000Z,32.853694846853614,-117.23547622561455,0.0,1.0
2021-04-03T18:04:04.000Z,32.85365017130971,-117.23544219508767,2.4662945480346683,1.0
2021-04-03T18:04:14.000Z,32.85356509499252,-117.23536449484527,2.3108179962158206,1.0
2021-04-03T18:04:19.000Z,32.85357020795345,-117.23532526753843,0.04921427307128906,1.0
2021-04-03T18:04:21.000Z,32.85357448272407,-117.2353127785027,0.07830319213867187,1.0
2021-04-03T18:04:22.000Z,32.853581523522735,-117.23530003800988,3.1988936157226564,1.0
2021-04-03T18:04:23.000Z,32.8535816911608,-117.23530515097082,0.0,1.0
2021-04-03T18:04:43.000Z,32.85344012081623,-117.23526525311172,2.0468553413391115,1.0
2021-04-03T18:04:48.000Z,32.85341748967767,-117.23524924367666,1.2840426422119142,1.0
2021-04-03T18:04:51.000Z,32.85341455601156,-117.23521831445396,2.095321512858073,1.0
2021-04-03T18:04:54.000Z,32.85341078415513,-117.23518042825162,2.662024083455404,1.0
2021-04-03T18:05:05.000Z,32.85341707058251,-117.23506559617817,2.1292175209738993,1.0
2021-04-03T18:05:06.000Z,32.85341480746865,-117.23506400361657,0.24607136535644533,1.0
2021-04-03T18:05:12.000Z,32.85342243500054,-117.23504858091474,0.8948034133911134,1.0
2021-04-03T18:05:18.000Z,32.85347490571439,-117.23502435721457,2.326476359049479,1.0
2021-04-03T18:05:23.000Z,32.853535171598196,-117.23502167500556,2.9304713653564454,1.0
2021-04-03T18:05:34.000Z,32.85365955904126,-117.23505612462759,2.802350660844283,1.0
2021-04-03T18:05:47.000Z,32.85379568114877,-117.23512158729136,2.8736840902475214,1.0
2021-04-03T18:06:01.000Z,32.85394974052906,-117.23524815402925,3.317152988978795,1.0
2021-04-03T18:06:07.000Z,32.85399818792939,-117.23530640825629,2.8372618942260743,1.0
2021-04-03T18:06:21.000Z,32.854134226217866,-117.23545728251338,3.258030616760254,1.0
2021-04-03T18:06:34.000Z,32.85427135415375,-117.23560865968466,3.6015687396709737,1.0
2021-04-03T18:06:36.000Z,32.85428836941719,-117.23562802188098,2.896910903930664,1.0
2021-04-03T18:06:37.000Z,32.85429465584457,-117.23564252257347,3.176570037841797,1.0
2021-04-03T18:06:39.000Z,32.854311084374785,-117.23566557280719,3.131786346435547,1.0
2021-04-03T18:06:53.000Z,32.8544554207474,-117.23579440265894,3.238854673113142,1.0
2021-04-03T18:07:04.000Z,32.854588106274605,-117.2358519025147,3.19687661188299,1.0
2021-04-03T18:07:18.000Z,32.854766976088285,-117.23591778427362,3.3219463653564456,1.0
2021-04-03T18:07:32.000Z,32.854934614151716,-117.23598752170801,3.149375063214983,1.0
2021-04-03T18:07:39.000Z,32.85501793026924,-117.23599917255342,2.98160688999721,1.0
2021-04-03T18:07:47.000Z,32.85513619892299,-117.23598911426961,3.6574912452697754,1.0
2021-04-03T18:08:00.000Z,32.85531640984118,-117.23595290444791,3.489719789945162,1.0
2021-04-03T18:08:05.000Z,32.85538187250495,-117.23593069240451,3.3823429077148437,1.0
