time,latitude,longitude,mph,Transport
2021-05-08T22:27:59.000Z,32.81500758603215,-117.23614669404924,0.0,1.0
2021-05-08T22:28:23.000Z,32.81504966318607,-117.2355944942683,4.713545388221741,0.0
2021-05-08T22:28:26.000Z,32.81505988910794,-117.23555853590369,2.460699431101481,0.0
2021-05-08T22:28:27.000Z,32.815059553831816,-117.2355493158102,1.90145512008667,0.0
2021-05-08T22:28:28.000Z,32.81505720689893,-117.23553967662156,1.811964538574219,0.0
2021-05-08T22:28:29.000Z,32.815060056746006,-117.23553087562323,1.9685623893737794,1.0
2021-05-08T22:28:29.000Z,32.815060056746006,-117.23553087562323,0.0,1.0
2021-05-08T22:28:33.000Z,32.815036503598094,-117.23550355061889,0.8500602560043335,0.0
2021-05-08T22:28:34.000Z,32.81503273174167,-117.23549894057214,0.648732048034668,0.0
2021-05-08T22:28:35.000Z,32.81502946279943,-117.23549357615411,0.8500538558959961,0.0
2021-05-08T22:29:45.000Z,32.8150933329016,-117.23540925420821,1.2124540780203683,0.0
2021-05-08T22:29:51.000Z,32.81514773145318,-117.23543331027031,2.169889886220296,0.0
2021-05-08T22:30:09.000Z,32.81531226821244,-117.23545426502824,2.3302083333333337,0.0
2021-05-08T22:31:38.000Z,32.8154006972909,-117.23548762500286,0.901837875537658,0.0
2021-05-08T22:31:43.000Z,32.815397595986724,-117.23549558781087,0.08052872314453124,1.0
2021-05-08T22:32:55.000Z,32.815383011475205,-117.23551067523658,0.3911641917758518,1.0
2021-05-08T22:33:19.000Z,32.815410420298576,-117.23550857976079,0.518239528020223,1.0
2021-05-08T22:33:30.000Z,32.815418215468526,-117.23553355783224,1.0981623951305044,0.0
2021-05-08T22:33:31.000Z,32.81542961485684,-117.23554872907698,4.205570922851563,1.0
2021-05-08T22:33:32.000Z,32.815441684797406,-117.2355736233294,5.950394058227539,1.0
2021-05-08T22:33:54.000Z,32.81533422879875,-117.23596279509366,5.114595764853737,1.0
2021-05-08T22:34:13.000Z,32.815332636237144,-117.23601635545492,0.2284097611276727,1.0
2021-05-08T22:34:14.000Z,32.815332720056176,-117.23601635545492,0.0,1.0
2021-05-08T22:34:17.000Z,32.815332720056176,-117.23601635545492,0.0,1.0
2021-05-08T22:35:35.000Z,32.81536465510726,-117.23600973375142,0.19100548964280348,1.0
2021-05-08T22:35:37.000Z,32.81545199453831,-117.23598517477512,11.11789273071289,1.0
2021-05-08T22:35:54.000Z,32.81555559486151,-117.23588190972805,1.915924384622013,1.0
2021-05-08T22:35:56.000Z,32.81564184464514,-117.23582751117647,12.169285461425781,1.0
2021-05-08T22:35:58.000Z,32.8157995082438,-117.23588610067964,20.524481826782228,2.0
2021-05-08T22:35:59.000Z,32.81588718295097,-117.23597235046327,28.275644500732422,2.0
2021-05-08T22:36:02.000Z,32.81624601222575,-117.23629798740149,37.41754787190756,2.0
2021-05-08T22:36:04.000Z,32.81658925116062,-117.23647685721517,46.764482269287114,2.0
2021-05-08T22:36:06.000Z,32.8170065023005,-117.23650778643787,51.90958909606934,2.0
2021-05-08T22:36:09.000Z,32.81761201098561,-117.23634702153504,51.48827423095703,2.0
2021-05-08T22:36:11.000Z,32.817960949614644,-117.23612691275775,49.09098138427735,2.0
2021-05-08T22:36:14.000Z,32.81837166287005,-117.23570530302823,44.986082743326826,2.0
2021-05-08T22:36:17.000Z,32.818754045292735,-117.23529433831573,42.70429905192057,2.0
2021-05-08T22:36:20.000Z,32.819130811840296,-117.23489385098219,41.86173758951823,2.0
2021-05-08T22:36:23.000Z,32.819506991654634,-117.2344979736954,41.61565484619141,2.0
2021-05-08T22:36:26.000Z,32.819890044629574,-117.23412380553782,41.07133274332682,2.0
2021-05-08T22:36:27.000Z,32.82002968713641,-117.23401509225368,41.429283691406255,2.0
2021-05-08T22:36:28.000Z,32.820179387927055,-117.23392222076654,41.89896630859375,2.0
2021-05-08T22:36:29.000Z,32.820337722077966,-117.2338483761996,42.189787231445315,2.0
2021-05-08T22:36:31.000Z,32.82066838815808,-117.23375567235053,42.17865957641602,2.0
2021-05-08T22:36:33.000Z,32.82099989242852,-117.23374167457223,41.17198226928711,2.0
2021-05-08T22:36:35.000Z,32.8213220089674,-117.23379833623767,40.41141046142578,2.0
2021-05-08T22:36:37.000Z,32.82162501476705,-117.2339379787445,40.35543084716797,2.0
2021-05-08T22:36:40.000Z,32.82207017764449,-117.23425992764533,43.1666542561849,2.0
2021-05-08T22:36:41.000Z,32.82222490757704,-117.23437987267971,45.880891845703125,2.0
2021-05-08T22:36:44.000Z,32.822661604732275,-117.23472679965198,43.47240307617188,2.0
2021-05-08T22:36:47.000Z,32.82307994551957,-117.23505796864629,41.60814538574219,2.0
2021-05-08T22:36:50.000Z,32.823501136153936,-117.23539827391505,42.167486409505216,2.0
2021-05-08T22:36:53.000Z,32.823941353708506,-117.23575115203857,43.942085693359374,2.0
2021-05-08T22:36:56.000Z,32.82436673529446,-117.23611894994974,43.57680733235677,2.0
2021-05-08T22:36:59.000Z,32.824733946472406,-117.23652119748294,41.36957210286459,2.0
2021-05-08T22:37:00.000Z,32.8248481079936,-117.2366584930569,40.37795922851563,2.0
2021-05-08T22:37:03.000Z,32.8251641895622,-117.23711061291397,40.996738769531255,2.0
2021-05-08T22:37:05.000Z,32.82535186037421,-117.23743641749024,41.30612854003906,2.0
2021-05-08T22:37:06.000Z,32.825432075187564,-117.2376030497253,40.17670568847657,2.0
2021-05-08T22:37:07.000Z,32.82550700940192,-117.23777052015066,39.70675,2.0
2021-05-08T22:37:09.000Z,32.82565210014582,-117.23812314681709,41.082483154296874,2.0
2021-05-08T22:37:11.000Z,32.82579878345132,-117.23850879818201,44.30376861572266,2.0
2021-05-08T22:37:14.000Z,32.82603062689304,-117.23909854888916,45.418582153320315,2.0
2021-05-08T22:37:17.000Z,32.826248137280345,-117.23962979391217,41.22784810384115,2.0
2021-05-08T22:37:19.000Z,32.82638031989336,-117.23994017578661,36.407229614257815,2.0
2021-05-08T22:37:23.000Z,32.82663445919752,-117.24050972610712,33.739527923583985,2.0
2021-05-08T22:37:24.000Z,32.82670478336513,-117.24065875634551,35.70270568847656,2.0
2021-05-08T22:37:25.000Z,32.82679036259651,-117.2408040985465,37.08936169433594,2.0
2021-05-08T22:37:28.000Z,32.82709370367229,-117.24122017621994,38.394369384765625,2.0
2021-05-08T22:37:31.000Z,32.82747449353337,-117.24156777374446,39.77383451334635,2.0
2021-05-08T22:37:34.000Z,32.827891828492284,-117.24189097993076,41.257794921875,2.0
2021-05-08T22:37:37.000Z,32.82831779681146,-117.24220437929034,41.46642138671875,2.0
2021-05-08T22:37:40.000Z,32.82870277762413,-117.24256136454642,40.46734456380209,2.0
2021-05-08T22:37:43.000Z,32.82902925275266,-117.24299437366426,40.54944799804688,2.0
2021-05-08T22:37:44.000Z,32.829120280221105,-117.24314742721617,39.21467553710938,2.0
2021-05-08T22:37:47.000Z,32.82936092466116,-117.24362553097308,38.86405200195313,2.0
2021-05-08T22:37:50.000Z,32.829606011509895,-117.2441113460809,39.51286938476563,2.0
2021-05-08T22:37:54.000Z,32.82994036562741,-117.24460353143513,33.15235638427735,2.0
2021-05-08T22:37:58.000Z,32.83022090792656,-117.24482313729823,20.90483599853516,1.0
2021-05-08T22:37:59.000Z,32.83030791208148,-117.24486940540373,23.64469677734375,2.0
2021-05-08T22:38:03.000Z,32.83076858147979,-117.24504039622843,29.97025665283203,2.0
2021-05-08T22:38:07.000Z,32.83133754506707,-117.24521381780505,36.43508288574219,2.0
2021-05-08T22:38:11.000Z,32.831876669079065,-117.24536770954728,34.393875,2.0
2021-05-08T22:38:15.000Z,32.83246650360525,-117.24553367123008,37.59290515136719,2.0
2021-05-08T22:38:18.000Z,32.83292415551841,-117.24566853605211,38.990757080078126,2.0
2021-05-08T22:38:21.000Z,32.83337610773742,-117.24580231122673,38.528720458984374,2.0
2021-05-08T22:38:25.000Z,32.83394926227629,-117.24596961401403,36.60848315429688,2.0
2021-05-08T22:38:27.000Z,32.83421681262553,-117.24605125375092,34.270719848632815,2.0
2021-05-08T22:38:28.000Z,32.83434203825891,-117.24609282799065,32.257911376953125,2.0
2021-05-08T22:38:30.000Z,32.8345877956599,-117.24619659595191,32.35812854003906,2.0
2021-05-08T22:38:33.000Z,32.8349382430315,-117.24645350128412,34.15156974283855,2.0
2021-05-08T22:38:35.000Z,32.83513848669827,-117.24668903276324,35.02002746582031,2.0
2021-05-08T22:38:37.000Z,32.835289277136326,-117.24696898832917,34.78545922851563,2.0
2021-05-08T22:38:39.000Z,32.83538801595569,-117.24728900939226,35.702432617187505,2.0
2021-05-08T22:38:43.000Z,32.835408467799425,-117.2479450609535,34.606460998535155,2.0
2021-05-08T22:38:48.000Z,32.83527938649058,-117.24853103980422,25.358601416015624,2.0
2021-05-08T22:38:49.000Z,32.83527477644384,-117.24861024878919,16.554127685546877,1.0
2021-05-08T22:38:51.000Z,32.83531635068357,-117.24875978194177,16.519993774414065,2.0
2021-05-08T22:38:52.000Z,32.83538441173732,-117.24880814552307,19.6633173828125,2.0
2021-05-08T22:38:53.000Z,32.83546697348356,-117.24884988740087,22.236195068359375,2.0
2021-05-08T22:38:55.000Z,32.83568632788956,-117.24888919852674,27.39205407714844,2.0
2021-05-08T22:39:00.000Z,32.8361489251256,-117.24897896870971,23.24240815429688,2.0
2021-05-08T22:39:05.000Z,32.83666600473225,-117.2491314355284,26.441274462890625,2.0
2021-05-08T22:39:09.000Z,32.83716967329383,-117.24922061897814,31.597625,2.0
2021-05-08T22:39:12.000Z,32.83757887780666,-117.24926420487463,33.99500887044271,2.0
2021-05-08T22:39:14.000Z,32.83784609287977,-117.24921131506562,33.63337145996094,2.0
2021-05-08T22:39:15.000Z,32.83797441981733,-117.24915406666696,34.002290771484375,2.0
2021-05-08T22:39:16.000Z,32.83809771761298,-117.24907854571939,34.38240600585937,2.0
2021-05-08T22:39:18.000Z,32.83831715583801,-117.2488721832633,34.80785107421875,2.0
2021-05-08T22:39:20.000Z,32.83848990686238,-117.24862173199654,33.9241923828125,2.0
2021-05-08T22:39:22.000Z,32.83860716968775,-117.24834563210607,32.369324462890624,2.0
2021-05-08T22:39:23.000Z,32.83865855075419,-117.24821009673178,31.094081542968752,2.0
2021-05-08T22:39:25.000Z,32.83876055851579,-117.24794757552445,30.244283691406253,2.0
2021-05-08T22:39:26.000Z,32.838809257373214,-117.24782302044332,28.74566845703125,2.0
2021-05-08T22:39:30.000Z,32.83898200839758,-117.24739202298224,24.97605584716797,2.0
2021-05-08T22:39:33.000Z,32.83916180022061,-117.24716160446405,21.922527180989583,2.0
2021-05-08T22:39:38.000Z,32.83951761201024,-117.24682968109846,22.46852412109375,2.0
2021-05-08T22:39:45.000Z,32.83979270607233,-117.24655752070248,12.725278111049107,1.0
2021-05-08T22:39:47.000Z,32.83986680209637,-117.2465514857322,9.563229614257812,2.0
2021-05-08T22:39:49.000Z,32.83992279320955,-117.24661476910114,9.619209228515626,2.0
2021-05-08T22:39:52.000Z,32.83986353315413,-117.246780898422,12.676333333333334,2.0
2021-05-08T22:39:54.000Z,32.83977007493377,-117.24687796086073,15.42415869140625,2.0
2021-05-08T22:40:01.000Z,32.839364390820265,-117.24716026335955,16.67521529715402,2.0
2021-05-08T22:40:04.000Z,32.83923824317753,-117.24716261029243,10.4094775390625,1.0
2021-05-08T22:40:05.000Z,32.839194405823946,-117.24717702716589,11.0954326171875,1.0
2021-05-08T22:40:06.000Z,32.83915509469807,-117.24720812402666,11.677074462890625,1.0
2021-05-08T22:40:09.000Z,32.839075634256005,-117.24733041599393,10.856950358072917,1.0
2021-05-08T22:40:11.000Z,32.8391001932323,-117.24745404906571,13.768800537109376,2.0
2021-05-08T22:40:13.000Z,32.83921888098121,-117.24759721197188,20.994266845703127,1.0
2021-05-08T22:40:14.000Z,32.83928509801626,-117.24768178537488,24.1373173828125,2.0
2021-05-08T22:40:15.000Z,32.83934846520424,-117.24778773263097,27.156939697265628,2.0
2021-05-08T22:40:19.000Z,32.83954585902393,-117.24829651415348,29.36608642578125,2.0
2021-05-08T22:40:23.000Z,32.83964543603361,-117.24885022267699,29.662641845703128,2.0
2021-05-08T22:40:28.000Z,32.839809972792864,-117.24937191233039,23.376649999999998,2.0
2021-05-08T22:40:29.000Z,32.83983184956014,-117.24941876716912,11.22978369140625,1.0
2021-05-08T22:40:35.000Z,32.84001750871539,-117.24975362420082,13.996177897135416,2.0
2021-05-08T22:40:37.000Z,32.84013167023659,-117.24985906854272,17.9855673828125,1.0
2021-05-08T22:40:39.000Z,32.840286400169134,-117.24995738826692,21.777435302734375,2.0
2021-05-08T22:40:43.000Z,32.84067892469466,-117.25020750425756,27.654748657226563,2.0
2021-05-08T22:40:44.000Z,32.840786296874285,-117.25028973072767,31.721053222656252,2.0
2021-05-08T22:40:48.000Z,32.841190891340375,-117.2506788186729,32.330275268554686,2.0
2021-05-08T22:40:52.000Z,32.84148970618844,-117.25116136483848,31.496861694335937,2.0
2021-05-08T22:40:53.000Z,32.84152843058109,-117.2513070423156,31.87725,2.0
2021-05-08T22:40:56.000Z,32.8416315279901,-117.25174809806049,31.869968098958335,2.0
